mpg,displacement,horsepower,weight,acceleration,model year,cylinders_4,cylinders_5,cylinders_6,cylinders_8,origin_1,origin_2,origin_3
18,307,130,3504,12,1.0,0,0,0,1,1,0,0
15,350,165,3693,11.5,1.0,0,0,0,1,1,0,0
18,318,150,3436,11,1.0,0,0,0,1,1,0,0
16,304,150,3433,12,1.0,0,0,0,1,1,0,0
17,302,140,3449,10.5,1.0,0,0,0,1,1,0,0
15,429,198,4341,10,1.0,0,0,0,1,1,0,0
14,454,220,4354,9,1.0,0,0,0,1,1,0,0
14,440,215,4312,8.5,1.0,0,0,0,1,1,0,0
14,455,225,4425,10,1.0,0,0,0,1,1,0,0
15,390,190,3850,8.5,1.0,0,0,0,1,1,0,0
15,383,170,3563,10,1.0,0,0,0,1,1,0,0
14,340,160,3609,8,1.0,0,0,0,1,1,0,0
15,400,150,3761,9.5,1.0,0,0,0,1,1,0,0
14,455,225,3086,10,1.0,0,0,0,1,1,0,0
24,113,95,2372,15,1.0,1,0,0,0,0,0,1
22,198,95,2833,15.5,1.0,0,0,1,0,1,0,0
18,199,97,2774,15.5,1.0,0,0,1,0,1,0,0
21,200,85,2587,16,1.0,0,0,1,0,1,0,0
27,97,88,2130,14.5,1.0,1,0,0,0,0,0,1
26,97,46,1835,20.5,1.0,1,0,0,0,0,1,0
25,110,87,2672,17.5,1.0,1,0,0,0,0,1,0
24,107,90,2430,14.5,1.0,1,0,0,0,0,1,0
25,104,95,2375,17.5,1.0,1,0,0,0,0,1,0
26,121,113,2234,12.5,1.0,1,0,0,0,0,1,0
21,199,90,2648,15,1.0,0,0,1,0,1,0,0
10,360,215,4615,14,1.0,0,0,0,1,1,0,0
10,307,200,4376,15,1.0,0,0,0,1,1,0,0
11,318,210,4382,13.5,1.0,0,0,0,1,1,0,0
9,304,193,4732,18.5,1.0,0,0,0,1,1,0,0
27,97,88,2130,14.5,2.0,1,0,0,0,0,0,1
28,140,90,2264,15.5,2.0,1,0,0,0,1,0,0
25,113,95,2228,14,2.0,1,0,0,0,0,0,1
25,98,?,2046,19,2.0,1,0,0,0,1,0,0
19,232,100,2634,13,2.0,0,0,1,0,1,0,0
16,225,105,3439,15.5,2.0,0,0,1,0,1,0,0
17,250,100,3329,15.5,2.0,0,0,1,0,1,0,0
19,250,88,3302,15.5,2.0,0,0,1,0,1,0,0
18,232,100,3288,15.5,2.0,0,0,1,0,1,0,0
14,350,165,4209,12,2.0,0,0,0,1,1,0,0
14,400,175,4464,11.5,2.0,0,0,0,1,1,0,0
14,351,153,4154,13.5,2.0,0,0,0,1,1,0,0
14,318,150,4096,13,2.0,0,0,0,1,1,0,0
12,383,180,4955,11.5,2.0,0,0,0,1,1,0,0
13,400,170,4746,12,2.0,0,0,0,1,1,0,0
13,400,175,5140,12,2.0,0,0,0,1,1,0,0
18,258,110,2962,13.5,2.0,0,0,1,0,1,0,0
22,140,72,2408,19,2.0,1,0,0,0,1,0,0
19,250,100,3282,15,2.0,0,0,1,0,1,0,0
18,250,88,3139,14.5,2.0,0,0,1,0,1,0,0
23,122,86,2220,14,2.0,1,0,0,0,1,0,0
28,116,90,2123,14,2.0,1,0,0,0,0,1,0
30,79,70,2074,19.5,2.0,1,0,0,0,0,1,0
30,88,76,-2065,14.5,2.0,1,0,0,0,0,1,0
31,71,65,1773,19,2.0,1,0,0,0,0,0,1
35,72,69,1613,18,2.0,1,0,0,0,0,0,1
27,97,60,1834,19,2.0,1,0,0,0,0,1,0
26,91,70,1955,20.5,2.0,1,0,0,0,1,0,0
24,113,95,2278,15.5,3.0,1,0,0,0,0,0,1
25,97.5,80,2126,17,3.0,1,0,0,0,1,0,0
23,97,54,2254,23.5,3.0,1,0,0,0,0,1,0
20,140,90,2408,19.5,3.0,1,0,0,0,1,0,0
21,122,86,2226,16.5,3.0,1,0,0,0,1,0,0
13,350,165,4274,12,3.0,0,0,0,1,1,0,0
14,400,175,4385,12,3.0,0,0,0,1,1,0,0
15,318,150,4135,13.5,3.0,0,0,0,1,1,0,0
14,351,153,4129,13,3.0,0,0,0,1,1,0,0
17,304,150,3672,11.5,3.0,0,0,0,1,1,0,0
11,429,208,4633,11,3.0,0,0,0,1,1,0,0
13,350,155,4502,13.5,3.0,0,0,0,1,1,0,0
12,350,160,4456,13.5,3.0,0,0,0,1,1,0,0
13,400,190,4422,12.5,3.0,0,0,0,1,1,0,0
19,70,97,2330,13.5,3.0,0,0,0,0,0,0,1
15,304,150,3892,12.5,3.0,0,0,0,1,1,0,0
13,307,130,4098,14,3.0,0,0,0,1,1,0,0
13,302,140,4294,16,3.0,0,0,0,1,1,0,0
14,318,150,4077,14,3.0,0,0,0,1,1,0,0
18,121,112,2933,14.5,3.0,1,0,0,0,0,1,0
22,121,76,2511,18,3.0,1,0,0,0,0,1,0
21,120,87,2979,19.5,3.0,1,0,0,0,0,1,0
26,96,69,2189,18,3.0,1,0,0,0,0,1,0
22,122,86,2395,16,3.0,1,0,0,0,1,0,0
28,97,92,2288,17,3.0,1,0,0,0,0,0,1
23,120,97,2506,14.5,3.0,1,0,0,0,0,0,1
28,98,80,2164,15,3.0,1,0,0,0,1,0,0
27,97,88,2100,16.5,3.0,1,0,0,0,0,0,1
13,350,175,4100,13,4.0,0,0,0,1,1,0,0
14,304,150,3672,11.5,4.0,0,0,0,1,1,0,0
13,350,145,3988,13,4.0,0,0,0,1,1,0,0
14,302,137,4042,14.5,4.0,0,0,0,1,1,0,0
15,318,150,3777,12.5,4.0,0,0,0,1,1,0,0
12,429,198,4952,11.5,4.0,0,0,0,1,1,0,0
13,400,150,4464,12,4.0,0,0,0,1,1,0,0
13,351,158,4363,13,4.0,0,0,0,1,1,0,0
14,318,150,4237,14.5,4.0,0,0,0,1,1,0,0
13,440,215,4735,11,4.0,0,0,0,1,1,0,0
12,455,225,4951,11,4.0,0,0,0,1,1,0,0
13,360,175,3821,11,4.0,0,0,0,1,1,0,0
18,225,105,3121,16.5,4.0,0,0,1,0,1,0,0
16,250,100,3278,18,4.0,0,0,1,0,1,0,0
18,232,100,2945,16,4.0,0,0,1,0,1,0,0
18,250,88,3021,16.5,4.0,0,0,1,0,1,0,0
23,198,95,2904,16,4.0,0,0,1,0,1,0,0
26,97,46,1950,21,4.0,1,0,0,0,0,1,0
11,400,150,4997,14,4.0,0,0,0,1,1,0,0
12,400,167,4906,12.5,4.0,0,0,0,1,1,0,0
13,360,170,4654,13,4.0,0,0,0,1,1,0,0
12,350,180,4499,12.5,4.0,0,0,0,1,1,0,0
18,232,100,2789,15,4.0,0,0,1,0,1,0,0
20,97,88,2279,19,4.0,1,0,0,0,0,0,1
21,140,72,2401,19.5,4.0,1,0,0,0,1,0,0
22,108,94,2379,16.5,4.0,1,0,0,0,0,0,1
18,70,90,2124,13.5,4.0,0,0,0,0,0,0,1
19,122,85,2310,18.5,4.0,1,0,0,0,1,0,0
21,155,107,2472,14,4.0,0,0,1,0,1,0,0
26,98,90,2265,15.5,4.0,1,0,0,0,0,1,0
15,350,145,4082,13,4.0,0,0,0,1,1,0,0
16,400,230,4278,9.5,4.0,0,0,0,1,1,0,0
29,68,49,1867,19.5,4.0,1,0,0,0,0,1,0
24,116,75,2158,15.5,4.0,1,0,0,0,0,1,0
20,114,91,2582,14,4.0,1,0,0,0,0,1,0
19,121,112,2868,15.5,4.0,1,0,0,0,0,1,0
15,318,150,3399,11,4.0,0,0,0,1,1,0,0
24,121,110,2660,14,4.0,1,0,0,0,0,1,0
20,156,122,2807,13.5,4.0,0,0,1,0,0,0,1
11,350,180,3664,11,4.0,0,0,0,1,1,0,0
20,198,95,3102,16.5,5.0,0,0,1,0,1,0,0
21,200,?,2875,17,5.0,0,0,1,0,1,0,0
19,232,100,2901,16,5.0,0,0,1,0,1,0,0
15,250,100,3336,17,5.0,0,0,1,0,1,0,0
31,79,67,1950,19,5.0,1,0,0,0,0,0,1
26,122,80,2451,16.5,5.0,1,0,0,0,1,0,0
32,71,65,1836,21,5.0,1,0,0,0,0,0,1
25,140,75,2542,17,5.0,1,0,0,0,1,0,0
16,250,100,3781,17,5.0,0,0,1,0,1,0,0
16,258,110,3632,18,5.0,0,0,1,0,1,0,0
18,225,105,3613,16.5,5.0,0,0,1,0,1,0,0
16,302,140,4141,14,5.0,0,0,0,1,1,0,0
13,350,150,4699,14.5,5.0,0,0,0,1,1,0,0
14,318,150,4457,13.5,5.0,0,0,0,1,1,0,0
14,302,140,4638,16,5.0,0,0,0,1,1,0,0
14,304,150,4257,15.5,5.0,0,0,0,1,1,0,0
29,98,83,2219,16.5,5.0,1,0,0,0,0,1,0
26,79,67,1963,15.5,5.0,1,0,0,0,0,1,0
26,97,78,2300,14.5,5.0,1,0,0,0,0,1,0
31,76,52,1649,16.5,5.0,1,0,0,0,0,0,1
32,83,61,2003,19,5.0,1,0,0,0,0,0,1
28,90,75,2125,14.5,5.0,1,0,0,0,1,0,0
24,90,75,2108,15.5,5.0,1,0,0,0,0,1,0
26,116,75,2246,14,5.0,1,0,0,0,0,1,0
24,120,97,2489,15,5.0,1,0,0,0,0,0,1
26,108,93,2391,15.5,5.0,1,0,0,0,0,0,1
31,79,67,2000,16,5.0,1,0,0,0,0,1,0
19,225,95,3264,16,6.0,0,0,1,0,1,0,0
18,250,105,3459,16,6.0,0,0,1,0,1,0,0
15,250,72,3432,21,6.0,0,0,1,0,1,0,0
15,250,72,3158,19.5,6.0,0,0,1,0,1,0,0
16,400,170,4668,11.5,6.0,0,0,0,1,1,0,0
15,350,145,4440,14,6.0,0,0,0,1,1,0,0
16,318,150,4498,14.5,6.0,0,0,0,1,1,0,0
14,351,148,4657,13.5,6.0,0,0,0,1,1,0,0
17,231,110,3907,21,6.0,0,0,1,0,1,0,0
16,250,105,3897,18.5,6.0,0,0,1,0,1,0,0
15,258,110,3730,19,6.0,0,0,1,0,1,0,0
18,225,95,3785,19,6.0,0,0,1,0,1,0,0
21,231,110,3039,15,6.0,0,0,1,0,1,0,0
20,262,110,3221,13.5,6.0,0,0,0,1,1,0,0
13,302,129,3169,12,6.0,0,0,0,1,1,0,0
29,97,75,2171,16,6.0,1,0,0,0,0,0,1
23,140,83,2639,17,6.0,1,0,0,0,1,0,0
20,232,100,2914,16,6.0,0,0,1,0,1,0,0
23,140,78,2592,18.5,6.0,1,0,0,0,1,0,0
24,134,96,2702,13.5,6.0,1,0,0,0,0,0,1
25,90,71,2223,16.5,6.0,1,0,0,0,0,1,0
24,119,97,2545,17,6.0,1,0,0,0,0,0,1
18,171,97,2984,14.5,6.0,0,0,1,0,1,0,0
29,90,70,1937,14,6.0,1,0,0,0,0,1,0
19,232,90,3211,17,6.0,0,0,1,0,1,0,0
23,115,95,2694,15,6.0,1,0,0,0,0,1,0
23,120,88,2957,17,6.0,1,0,0,0,0,1,0
22,121,98,2945,14.5,6.0,1,0,0,0,0,1,0
25,121,115,2671,13.5,6.0,1,0,0,0,0,1,0
33,91,53,1795,17.5,6.0,1,0,0,0,0,0,1
28,107,86,2464,15.5,7.0,1,0,0,0,0,1,0
25,116,81,2220,16.9,7.0,1,0,0,0,0,1,0
25,140,92,2572,14.9,7.0,1,0,0,0,1,0,0
26,98,79,2255,17.7,7.0,1,0,0,0,1,0,0
27,101,83,2202,15.3,7.0,1,0,0,0,0,1,0
17.5,305,140,4215,13,7.0,0,0,0,1,1,0,0
16,318,150,4190,13,7.0,0,0,0,1,1,0,0
15.5,304,120,3962,13.9,7.0,0,0,0,1,1,0,0
14.5,351,152,4215,12.8,7.0,0,0,0,1,1,0,0
22,225,100,3233,15.4,7.0,0,0,1,0,1,0,0
22,250,105,3353,14.5,7.0,0,0,1,0,1,0,0
24,200,81,3012,17.6,7.0,0,0,1,0,1,0,0
22.5,232,90,3085,17.6,7.0,0,0,1,0,1,0,0
29,85,52,2035,22.2,7.0,1,0,0,0,1,0,0
24.5,98,60,2164,22.1,7.0,1,0,0,0,1,0,0
29,90,70,1937,14.2,7.0,1,0,0,0,0,1,0
33,91,53,1795,17.4,7.0,1,0,0,0,0,0,1
20,225,100,3651,17.7,7.0,0,0,1,0,1,0,0
18,250,78,3574,21,7.0,0,0,1,0,1,0,0
18.5,250,110,3645,16.2,7.0,0,0,1,0,1,0,0
17.5,258,95,3193,17.8,7.0,0,0,1,0,1,0,0
29.5,97,71,1825,12.2,7.0,1,0,0,0,0,1,0
32,85,70,1990,17,7.0,1,0,0,0,0,0,1
28,97,75,2155,16.4,7.0,1,0,0,0,0,0,1
26.5,140,72,2565,13.6,7.0,1,0,0,0,1,0,0
20,130,102,3150,15.7,7.0,1,0,0,0,0,1,0
13,318,150,3940,13.2,7.0,0,0,0,1,1,0,0
19,120,88,3270,21.9,7.0,1,0,0,0,0,1,0
19,156,108,2930,15.5,7.0,0,0,1,0,0,0,1
16.5,168,120,3820,16.7,7.0,0,0,1,0,0,1,0
16.5,350,180,4380,12.1,7.0,0,0,0,1,1,0,0
13,350,145,4055,12,7.0,0,0,0,1,1,0,0
13,302,130,3870,15,7.0,0,0,0,1,1,0,0
13,318,150,3755,14,7.0,0,0,0,1,1,0,0
31.5,98,68,2045,18.5,8.0,1,0,0,0,0,0,1
30,111,80,2155,14.8,8.0,1,0,0,0,1,0,0
36,79,58,1825,18.6,8.0,1,0,0,0,0,1,0
25.5,122,96,2300,15.5,8.0,1,0,0,0,1,0,0
33.5,85,70,1945,16.8,8.0,1,0,0,0,0,0,1
17.5,305,145,3880,12.5,8.0,0,0,0,1,1,0,0
17,260,110,4060,19,8.0,0,0,0,1,1,0,0
15.5,318,145,4140,13.7,8.0,0,0,0,1,1,0,0
15,302,130,4295,14.9,8.0,0,0,0,1,1,0,0
17.5,250,110,3520,16.4,8.0,0,0,1,0,1,0,0
20.5,231,105,3425,16.9,8.0,0,0,1,0,1,0,0
19,225,100,3630,17.7,8.0,0,0,1,0,1,0,0
18.5,250,98,3525,19,8.0,0,0,1,0,1,0,0
16,400,180,4220,11.1,8.0,0,0,0,1,1,0,0
15.5,350,170,4165,11.4,8.0,0,0,0,1,1,0,0
15.5,400,190,4325,12.2,8.0,0,0,0,1,1,0,0
16,351,149,4335,14.5,8.0,0,0,0,1,1,0,0
29,97,78,1940,14.5,8.0,1,0,0,0,0,1,0
24.5,151,88,2740,16,8.0,1,0,0,0,1,0,0
26,97,75,2265,18.2,8.0,1,0,0,0,0,0,1
25.5,140,89,2755,15.8,8.0,1,0,0,0,1,0,0
30.5,98,63,2051,17,8.0,1,0,0,0,1,0,0
33.5,98,83,2075,15.9,8.0,1,0,0,0,1,0,0
30,97,67,1985,16.4,8.0,1,0,0,0,0,0,1
30.5,97,78,2190,14.1,8.0,1,0,0,0,0,1,0
22,146,97,2815,14.5,8.0,0,0,1,0,0,0,1
21.5,121,110,2600,12.8,8.0,1,0,0,0,0,1,0
21.5,80,110,2720,13.5,8.0,0,0,0,0,0,0,1
43.1,90,48,1985,21.5,9.0,1,0,0,0,0,1,0
36.1,98,66,1800,14.4,9.0,1,0,0,0,1,0,0
32.8,78,52,1985,19.4,9.0,1,0,0,0,0,0,1
39.4,85,70,2070,18.6,9.0,1,0,0,0,0,0,1
36.1,91,60,1800,16.4,9.0,1,0,0,0,0,0,1
19.9,260,110,3365,15.5,9.0,0,0,0,1,1,0,0
19.4,318,140,3735,13.2,9.0,0,0,0,1,1,0,0
20.2,302,139,3570,12.8,9.0,0,0,0,1,1,0,0
19.2,231,105,3535,19.2,9.0,0,0,1,0,1,0,0
20.5,200,95,3155,18.2,9.0,0,0,1,0,1,0,0
20.2,200,85,2965,15.8,9.0,0,0,1,0,1,0,0
25.1,140,88,2720,15.4,9.0,1,0,0,0,1,0,0
20.5,225,100,3430,17.2,9.0,0,0,1,0,1,0,0
19.4,232,90,3210,17.2,9.0,0,0,1,0,1,0,0
20.6,231,105,3380,15.8,9.0,0,0,1,0,1,0,0
20.8,200,85,3070,16.7,9.0,0,0,1,0,1,0,0
18.6,225,110,3620,18.7,9.0,0,0,1,0,1,0,0
18.1,258,120,3410,15.1,9.0,0,0,1,0,1,0,0
19.2,305,145,3425,13.2,9.0,0,0,0,1,1,0,0
17.7,231,165,3445,13.4,9.0,0,0,1,0,1,0,0
18.1,302,139,3205,11.2,9.0,0,0,0,1,1,0,0
17.5,318,140,4080,13.7,9.0,0,0,0,1,1,0,0
30,98,68,2155,16.5,9.0,1,0,0,0,1,0,0
27.5,134,95,2560,14.2,9.0,1,0,0,0,0,0,1
27.2,119,97,2300,14.7,9.0,1,0,0,0,0,0,1
30.9,105,75,2230,14.5,9.0,1,0,0,0,1,0,0
21.1,134,95,2515,14.8,9.0,1,0,0,0,0,0,1
23.2,156,105,2745,16.7,9.0,1,0,0,0,1,0,0
23.8,151,85,2855,17.6,9.0,1,0,0,0,1,0,0
23.9,119,97,2405,14.9,9.0,1,0,0,0,0,0,1
20.3,131,103,2830,15.9,9.0,0,1,0,0,0,1,0
17,163,125,3140,13.6,9.0,0,0,1,0,0,1,0
21.6,121,115,2795,15.7,9.0,1,0,0,0,0,1,0
16.2,163,133,3410,15.8,9.0,0,0,1,0,0,1,0
31.5,89,71,1990,14.9,9.0,1,0,0,0,0,1,0
29.5,98,68,2135,16.6,9.0,1,0,0,0,0,0,1
21.5,231,115,3245,15.4,10.0,0,0,1,0,1,0,0
19.8,200,85,2990,18.2,10.0,0,0,1,0,1,0,0
22.3,140,88,2890,17.3,10.0,1,0,0,0,1,0,0
20.2,232,90,3265,18.2,10.0,0,0,1,0,1,0,0
20.6,225,110,3360,16.6,10.0,0,0,1,0,1,0,0
17,305,130,3840,15.4,10.0,0,0,0,1,1,0,0
17.6,302,129,3725,13.4,10.0,0,0,0,1,1,0,0
16.5,351,138,3955,13.2,10.0,0,0,0,1,1,0,0
18.2,318,135,3830,15.2,10.0,0,0,0,1,1,0,0
16.9,350,155,4360,14.9,10.0,0,0,0,1,1,0,0
15.5,351,142,4054,14.3,10.0,0,0,0,1,1,0,0
19.2,267,125,3605,15,10.0,0,0,0,1,1,0,0
18.5,360,150,3940,13,10.0,0,0,0,1,1,0,0
31.9,89,71,1925,14,10.0,1,0,0,0,0,1,0
34.1,86,65,1975,15.2,10.0,1,0,0,0,0,0,1
35.7,98,80,1915,14.4,10.0,1,0,0,0,1,0,0
27.4,121,80,2670,15,10.0,1,0,0,0,1,0,0
25.4,183,77,3530,20.1,10.0,0,1,0,0,0,1,0
23,350,125,3900,17.4,10.0,0,0,0,1,1,0,0
27.2,141,71,3190,24.8,10.0,1,0,0,0,0,1,0
23.9,260,90,3420,22.2,10.0,0,0,0,1,1,0,0
34.2,105,70,2200,13.2,10.0,1,0,0,0,1,0,0
34.5,105,70,2150,14.9,10.0,1,0,0,0,1,0,0
31.8,85,65,2020,19.2,10.0,1,0,0,0,0,0,1
37.3,91,69,2130,14.7,10.0,1,0,0,0,0,1,0
28.4,151,90,2670,16,10.0,1,0,0,0,1,0,0
28.8,173,115,2595,11.3,10.0,0,0,1,0,1,0,0
26.8,173,115,2700,12.9,10.0,0,0,1,0,1,0,0
33.5,151,90,2556,13.2,10.0,1,0,0,0,1,0,0
41.5,98,76,2144,14.7,11.0,1,0,0,0,0,1,0
38.1,89,60,1968,18.8,11.0,1,0,0,0,0,0,1
32.1,98,70,2120,15.5,99999.0,1,0,0,0,1,0,0
37.2,86,65,2019,16.4,11.0,1,0,0,0,0,0,1
28,151,90,2678,16.5,11.0,1,0,0,0,1,0,0
26.4,140,88,2870,18.1,11.0,1,0,0,0,1,0,0
24.3,151,90,3003,20.1,11.0,1,0,0,0,1,0,0
19.1,225,90,3381,18.7,11.0,0,0,1,0,1,0,0
34.3,97,78,2188,15.8,11.0,1,0,0,0,0,1,0
29.8,134,90,2711,15.5,11.0,1,0,0,0,0,0,1
31.3,120,75,2542,17.5,11.0,1,0,0,0,0,0,1
37,119,92,2434,15,11.0,1,0,0,0,0,0,1
32.2,108,75,2265,15.2,11.0,1,0,0,0,0,0,1
46.6,86,65,2110,17.9,11.0,1,0,0,0,0,0,1
27.9,156,105,2800,14.4,11.0,1,0,0,0,1,0,0
40.8,85,65,2110,19.2,11.0,1,0,0,0,0,0,1
44.3,90,48,2085,21.7,11.0,1,0,0,0,0,1,0
43.4,90,48,2335,23.7,11.0,1,0,0,0,0,1,0
36.4,121,67,2950,19.9,11.0,0,1,0,0,0,1,0
30,146,67,3250,21.8,11.0,1,0,0,0,0,1,0
44.6,91,67,1850,13.8,11.0,1,0,0,0,0,0,1
40.9,85,?,1835,17.3,11.0,1,0,0,0,0,1,0
33.8,97,67,2145,18,11.0,1,0,0,0,0,0,1
29.8,89,62,1845,15.3,11.0,1,0,0,0,0,1,0
32.7,168,132,2910,11.4,11.0,0,0,1,0,0,0,1
23.7,70,100,2420,12.5,11.0,0,0,0,0,0,0,1
35,122,88,2500,15.1,11.0,1,0,0,0,0,1,0
23.6,140,?,2905,14.3,11.0,1,0,0,0,1,0,0
32.4,107,72,2290,17,11.0,1,0,0,0,0,0,1
27.2,135,84,2490,15.7,12.0,1,0,0,0,1,0,0
26.6,151,84,2635,16.4,12.0,1,0,0,0,1,0,0
25.8,156,92,2620,14.4,12.0,1,0,0,0,1,0,0
23.5,173,110,2725,12.6,12.0,0,0,1,0,1,0,0
30,135,84,2385,12.9,12.0,1,0,0,0,1,0,0
39.1,79,58,1755,16.9,12.0,1,0,0,0,0,0,1
39,86,64,1875,16.4,12.0,1,0,0,0,1,0,0
35.1,81,60,1760,16.1,12.0,1,0,0,0,0,0,1
32.3,97,67,2065,17.8,12.0,1,0,0,0,0,0,1
37,85,65,1975,19.4,12.0,1,0,0,0,0,0,1
37.7,89,62,2050,17.3,12.0,1,0,0,0,0,0,1
34.1,91,68,1985,16,12.0,1,0,0,0,0,0,1
34.7,105,63,2215,14.9,12.0,1,0,0,0,1,0,0
34.4,98,65,2045,16.2,12.0,1,0,0,0,1,0,0
29.9,98,65,2380,20.7,12.0,1,0,0,0,1,0,0
33,105,74,2190,14.2,12.0,1,0,0,0,0,1,0
34.5,100,?,2320,15.8,12.0,1,0,0,0,0,1,0
33.7,107,75,2210,14.4,12.0,1,0,0,0,0,0,1
32.4,108,75,2350,16.8,12.0,1,0,0,0,0,0,1
32.9,119,100,2615,14.8,12.0,1,0,0,0,0,0,1
31.6,120,74,2635,18.3,12.0,1,0,0,0,0,0,1
28.1,141,80,3230,20.4,12.0,1,0,0,0,0,1,0
30.7,145,76,3160,19.6,12.0,0,0,1,0,0,1,0
25.4,168,116,2900,12.6,12.0,0,0,1,0,0,0,1
24.2,146,120,2930,13.8,12.0,0,0,1,0,0,0,1
22.4,231,110,3415,15.8,12.0,0,0,1,0,1,0,0
26.6,350,105,3725,19,12.0,0,0,0,1,1,0,0
20.2,200,88,3060,17.1,12.0,0,0,1,0,1,0,0
17.6,225,85,3465,16.6,12.0,0,0,1,0,1,0,0
28,112,88,2605,19.6,13.0,1,0,0,0,1,0,0
27,112,88,2640,18.6,13.0,1,0,0,0,1,0,0
34,112,88,2395,18,13.0,1,0,0,0,1,0,0
31,112,85,2575,16.2,13.0,1,0,0,0,1,0,0
29,135,84,2525,16,13.0,1,0,0,0,1,0,0
27,151,90,2735,18,13.0,1,0,0,0,1,0,0
24,140,92,2865,16.4,13.0,1,0,0,0,1,0,0
23,151,?,3035,20.5,13.0,1,0,0,0,1,0,0
36,105,74,1980,15.3,13.0,1,0,0,0,0,1,0
37,91,68,2025,18.2,13.0,1,0,0,0,0,0,1
31,91,68,1970,17.6,13.0,1,0,0,0,0,0,1
38,105,63,2125,14.7,13.0,1,0,0,0,1,0,0
36,98,70,2125,17.3,13.0,1,0,0,0,1,0,0
36,120,88,2160,14.5,13.0,1,0,0,0,0,0,1
36,107,75,2205,14.5,13.0,1,0,0,0,0,0,1
34,108,70,2245,16.9,13.0,1,0,0,0,0,0,1
38,91,67,1965,15,13.0,1,0,0,0,0,0,1
32,91,67,1965,15.7,13.0,1,0,0,0,0,0,1
38,91,67,1995,16.2,13.0,1,0,0,0,0,0,1
25,181,110,2945,16.4,13.0,0,0,1,0,1,0,0
38,262,85,3015,17,13.0,0,0,1,0,1,0,0
26,156,92,2585,14.5,13.0,1,0,0,0,1,0,0
22,232,112,2835,14.7,13.0,0,0,1,0,1,0,0
32,144,96,2665,13.9,13.0,1,0,0,0,0,0,1
36,135,84,2370,13,13.0,1,0,0,0,1,0,0
27,151,90,2950,17.3,13.0,1,0,0,0,1,0,0
27,140,86,2790,15.6,13.0,1,0,0,0,1,0,0
44,97,52,2130,24.6,13.0,1,0,0,0,0,1,0
32,135,84,2295,11.6,13.0,1,0,0,0,1,0,0
28,120,79,2625,18.6,13.0,1,0,0,0,1,0,0
31,119,82,2720,19.4,13.0,1,0,0,0,1,0,0
,,,,,,0,0,0,1,0,0,0
